time	V(15V_0mH_Ea,15V_0mH_Eb)	V(15V_0mH_Ea,15V_0mH_Ec)	V(15V_0mH_Eb,15V_0mH_Ec)	V(15V_4.33mH_Ea,15V_4.33mH_Eb)	V(15V_4.33mH_Ea,15V_4.33mH_Ec)	V(15V_4.33mH_Eb,15V_4.33mH_Ec)	V(15V_8.66mH_Ea,15V_8.66mH_Eb)	V(15V_8.66mH_Ea,15V_8.66mH_Ec)	V(15V_8.66mH_Eb,15V_8.66mH_Ec)	V(20V_0mH_Ea,20V_0mH_Eb)	V(20V_0mH_Ea,20V_0mH_Ec)	V(20V_0mH_Eb,20V_0mH_Ec)	V(20V_4.33mH_Ea,20V_4.33mH_Eb)	V(20V_4.33mH_Ea,20V_4.33mH_Ec)	V(20V_4.33mH_Eb,20V_4.33mH_Ec)	V(20V_8.66mH_Ea,20V_8.66mH_Eb)	V(20V_8.66mH_Ea,20V_8.66mH_Ec)	V(20V_8.66mH_Eb,20V_8.66mH_Ec)	V(25V_0mH_Ea,25V_0mH_Eb)	V(25V_0mH_Ea,25V_0mH_Ec)	V(25V_0mH_Eb,25V_0mH_Ec)	V(25V_4.33mH_Ea,25V_4.33mH_Eb)	V(25V_4.33mH_Ea,25V_4.33mH_Ec)	V(25V_4.33mH_Eb,25V_4.33mH_Ec)	V(25V_8.66mH_Ea,25V_8.66mH_Eb)	V(25V_8.66mH_Ea,25V_8.66mH_Ec)	V(25V_8.66mH_Eb,25V_8.66mH_Ec)	V(30V_4.33mH_Ea,30V_4.33mH_Eb)	V(30V_4.33mH_Ea,30V_4.33mH_Ec)	V(30V_4.33mH_Eb,30V_4.33mH_Ec)	V(30V_8.66mH_Ea,30V_8.66mH_Eb)	V(30V_8.66mH_Ea,30V_8.66mH_Ec)	V(30V_8.66mH_Eb,30V_8.66mH_Ec)	V(30V_Ea,30V_Eb)	V(30V_Ea,30V_Ec)	V(30V_Eb,30V_Ec)	I(15v_0mh_l1)	I(15v_0mh_l2)	I(15v_0mh_l3)	I(15v_4.33mh_l1)	I(15v_4.33mh_l2)	I(15v_4.33mh_l3)	I(15v_8.66mh_l1)	I(15v_8.66mh_l2)	I(15v_8.66mh_l3)	I(20v_0mh_l1)	I(20v_0mh_l2)	I(20v_0mh_l3)	I(20v_4.33mh_l1)	I(20v_4.33mh_l2)	I(20v_4.33mh_l3)	I(20v_8.66mh_l1)	I(20v_8.66mh_l2)	I(20v_8.66mh_l3)	I(25v_0mh_l1)	I(25v_0mh_l2)	I(25v_0mh_l3)	I(25v_4.33mh_l1)	I(25v_4.33mh_l2)	I(25v_4.33mh_l3)	I(25v_8.66mh_l1)	I(25v_8.66mh_l2)	I(25v_8.66mh_l3)	I(30v_0mh_l1)	I(30v_0mh_l2)	I(30v_0mh_l3)	I(30v_4.33mh_l1)	I(30v_4.33mh_l2)	I(30v_4.33mh_l3)	I(30v_8.66mh_l1)	I(30v_8.66mh_l2)	I(30v_8.66mh_l3)
4.482421874999923e-002	2.087457e+001	2.288579e+001	2.011212e+000	2.087683e+001	2.282001e+001	1.943183e+000	2.089209e+001	2.276332e+001	1.871233e+000	2.783276e+001	3.051438e+001	2.681616e+000	2.783577e+001	3.042668e+001	2.590911e+000	2.785611e+001	3.035109e+001	2.494976e+000	3.479095e+001	3.814297e+001	3.352020e+000	3.479471e+001	3.803335e+001	3.238639e+000	3.482014e+001	3.793886e+001	3.118721e+000	4.175366e+001	4.564002e+001	3.886367e+000	4.178417e+001	4.552664e+001	3.742466e+000	4.174915e+001	4.577157e+001	4.022425e+000	-9.724524e-001	4.191858e-001	5.532666e-001	-9.563233e-001	3.382674e-001	6.180559e-001	-9.264960e-001	2.553124e-001	6.711836e-001	-1.296603e+000	5.589144e-001	7.376888e-001	-1.275098e+000	4.510232e-001	8.240746e-001	-1.235328e+000	3.404165e-001	8.949115e-001	-1.620754e+000	6.986430e-001	9.221110e-001	-1.593872e+000	5.637789e-001	1.030093e+000	-1.544160e+000	4.255206e-001	1.118639e+000	-1.944905e+000	8.383716e-001	1.106533e+000	-1.912647e+000	6.765347e-001	1.236112e+000	-1.852992e+000	5.106248e-001	1.342367e+000
4.521484374999921e-002	2.247715e+001	2.138053e+001	-1.096625e+000	2.246994e+001	2.131028e+001	-1.159654e+000	2.247599e+001	2.124785e+001	-1.228135e+000	2.996954e+001	2.850737e+001	-1.462168e+000	2.995991e+001	2.841371e+001	-1.546205e+000	2.996798e+001	2.833047e+001	-1.637512e+000	3.746192e+001	3.563421e+001	-1.827709e+000	3.744989e+001	3.551713e+001	-1.932756e+000	3.745997e+001	3.541308e+001	-2.046890e+000	4.493987e+001	4.262056e+001	-2.319307e+000	4.495197e+001	4.249570e+001	-2.456269e+000	4.495430e+001	4.276105e+001	-2.193250e+000	-9.746151e-001	5.238617e-001	4.507534e-001	-9.689050e-001	4.469908e-001	5.219141e-001	-9.489195e-001	3.663065e-001	5.826131e-001	-1.299487e+000	6.984823e-001	6.010045e-001	-1.291873e+000	5.959878e-001	6.958855e-001	-1.265226e+000	4.884086e-001	7.768174e-001	-1.624358e+000	8.731029e-001	7.512556e-001	-1.614842e+000	7.449847e-001	8.698570e-001	-1.581532e+000	6.105108e-001	9.710218e-001	-1.949230e+000	1.047723e+000	9.015067e-001	-1.937810e+000	8.939817e-001	1.043828e+000	-1.897839e+000	7.326129e-001	1.165226e+000
4.560546874999918e-002	2.374165e+001	1.955369e+001	-4.187969e+000	2.372507e+001	1.948002e+001	-4.245049e+000	2.372182e+001	1.941280e+001	-4.309030e+000	3.165554e+001	2.607158e+001	-5.583959e+000	3.163343e+001	2.597337e+001	-5.660064e+000	3.162910e+001	2.588373e+001	-5.745373e+000	3.956942e+001	3.258948e+001	-6.979947e+000	3.954179e+001	3.246671e+001	-7.075081e+000	3.953638e+001	3.235466e+001	-7.181716e+000	4.745015e+001	3.896005e+001	-8.490097e+000	4.744365e+001	3.882559e+001	-8.618059e+000	4.748331e+001	3.910737e+001	-8.375937e+000	-9.621187e-001	6.206583e-001	3.414604e-001	-9.669135e-001	5.489912e-001	4.179223e-001	-9.570704e-001	4.717909e-001	4.852795e-001	-1.282825e+000	8.275444e-001	4.552805e-001	-1.289218e+000	7.319883e-001	5.572298e-001	-1.276094e+000	6.290546e-001	6.470393e-001	-1.603531e+000	1.034431e+000	5.691006e-001	-1.611523e+000	9.149853e-001	6.965372e-001	-1.595117e+000	7.863182e-001	8.087991e-001	-1.924237e+000	1.241317e+000	6.829208e-001	-1.933827e+000	1.097982e+000	8.358446e-001	-1.914141e+000	9.435819e-001	9.705589e-001
4.599609374999916e-002	2.464906e+001	1.743274e+001	-7.216321e+000	2.462336e+001	1.735677e+001	-7.266594e+000	2.461087e+001	1.728575e+001	-7.325113e+000	3.286541e+001	2.324365e+001	-9.621761e+000	3.283115e+001	2.314236e+001	-9.688791e+000	3.281449e+001	2.304767e+001	-9.766818e+000	4.108177e+001	2.905456e+001	-1.202720e+001	4.103894e+001	2.892795e+001	-1.211099e+001	4.101811e+001	2.880959e+001	-1.220852e+001	4.924673e+001	3.471354e+001	-1.453319e+001	4.922174e+001	3.457151e+001	-1.465023e+001	4.929812e+001	3.486548e+001	-1.443264e+001	-9.351511e-001	7.081196e-001	2.270315e-001	-9.503787e-001	6.427342e-001	3.076445e-001	-9.508261e-001	5.701792e-001	3.806468e-001	-1.246868e+000	9.441594e-001	3.027087e-001	-1.267172e+000	8.569789e-001	4.101928e-001	-1.267768e+000	7.602390e-001	5.075291e-001	-1.558585e+000	1.180199e+000	3.783859e-001	-1.583965e+000	1.071224e+000	5.127409e-001	-1.584710e+000	9.502988e-001	6.344114e-001	-1.870302e+000	1.416239e+000	4.540631e-001	-1.900757e+000	1.285468e+000	6.152891e-001	-1.901652e+000	1.140358e+000	7.612936e-001
4.638671874999914e-002	2.518572e+001	1.504959e+001	-1.013613e+001	2.515129e+001	1.497245e+001	-1.017884e+001	2.512974e+001	1.489872e+001	-1.023102e+001	3.358096e+001	2.006612e+001	-1.351484e+001	3.353506e+001	1.996327e+001	-1.357179e+001	3.350632e+001	1.986496e+001	-1.364136e+001	4.197620e+001	2.508265e+001	-1.689356e+001	4.191883e+001	2.495409e+001	-1.696474e+001	4.188290e+001	2.483120e+001	-1.705170e+001	5.030259e+001	2.994491e+001	-2.035768e+001	5.025948e+001	2.979744e+001	-2.046204e+001	5.037144e+001	3.009918e+001	-2.027227e+001	-8.941180e-001	7.849301e-001	1.091879e-001	-9.195493e-001	7.268099e-001	1.927395e-001	-9.302804e-001	6.599915e-001	2.702889e-001	-1.192157e+000	1.046573e+000	1.455839e-001	-1.226066e+000	9.690798e-001	2.569860e-001	-1.240374e+000	8.799887e-001	3.603852e-001	-1.490197e+000	1.308217e+000	1.819798e-001	-1.532582e+000	1.211350e+000	3.212325e-001	-1.550467e+000	1.099986e+000	4.504815e-001	-1.788236e+000	1.569860e+000	2.183758e-001	-1.839099e+000	1.453620e+000	3.854791e-001	-1.860561e+000	1.319983e+000	5.405778e-001
4.677734374999912e-002	2.534357e+001	1.244008e+001	-1.290349e+001	2.530093e+001	1.236294e+001	-1.293799e+001	2.527064e+001	1.228759e+001	-1.298304e+001	3.379142e+001	1.658677e+001	-1.720465e+001	3.373457e+001	1.648392e+001	-1.725066e+001	3.369418e+001	1.638346e+001	-1.731072e+001	4.223928e+001	2.073346e+001	-2.150581e+001	4.216821e+001	2.060489e+001	-2.156332e+001	4.211773e+001	2.047932e+001	-2.163840e+001	5.060186e+001	2.472587e+001	-2.587598e+001	5.054127e+001	2.457519e+001	-2.596609e+001	5.068713e+001	2.488016e+001	-2.580698e+001	-8.396366e-001	8.499345e-001	-1.029802e-002	-8.748891e-001	7.999536e-001	7.493551e-002	-8.957425e-001	7.398769e-001	1.558656e-001	-1.119515e+000	1.133246e+000	-1.373069e-002	-1.166519e+000	1.066605e+000	9.991401e-002	-1.194323e+000	9.865026e-001	2.078208e-001	-1.399394e+000	1.416558e+000	-1.716336e-002	-1.458149e+000	1.333256e+000	1.248925e-001	-1.492904e+000	1.233128e+000	2.597760e-001	-1.679273e+000	1.699869e+000	-2.059603e-002	-1.749778e+000	1.599907e+000	1.498710e-001	-1.791485e+000	1.479754e+000	3.117312e-001
4.716796874999910e-002	2.512022e+001	9.643456e+000	-1.547676e+001	2.507001e+001	9.567471e+000	-1.550254e+001	2.503144e+001	9.491650e+000	-1.553979e+001	3.349363e+001	1.285794e+001	-2.063568e+001	3.342669e+001	1.275663e+001	-2.067006e+001	3.337525e+001	1.265553e+001	-2.071972e+001	4.186703e+001	1.607243e+001	-2.579460e+001	4.178335e+001	1.594578e+001	-2.583757e+001	4.171906e+001	1.581942e+001	-2.589965e+001	5.014003e+001	1.913494e+001	-3.100508e+001	5.006288e+001	1.898330e+001	-3.107958e+001	5.024044e+001	1.928691e+001	-3.095353e+001	-7.725261e-001	9.021552e-001	-1.296290e-001	-8.170698e-001	8.610653e-001	-4.399560e-002	-8.477318e-001	8.086339e-001	3.909791e-002	-1.030035e+000	1.202874e+000	-1.728387e-001	-1.089426e+000	1.148087e+000	-5.866080e-002	-1.130309e+000	1.078179e+000	5.213054e-002	-1.287544e+000	1.503592e+000	-2.160484e-001	-1.361783e+000	1.435109e+000	-7.332600e-002	-1.412886e+000	1.347723e+000	6.516317e-002	-1.545052e+000	1.804310e+000	-2.592581e-001	-1.634140e+000	1.722131e+000	-8.799120e-002	-1.695464e+000	1.617268e+000	7.819581e-002
4.755859374999907e-002	2.451904e+001	6.701788e+000	-1.781725e+001	2.446202e+001	6.628101e+000	-1.783392e+001	2.441575e+001	6.552945e+000	-1.786280e+001	3.269206e+001	8.935718e+000	-2.375634e+001	3.261603e+001	8.837468e+000	-2.377856e+001	3.255433e+001	8.737260e+000	-2.381707e+001	4.086507e+001	1.116965e+001	-2.969542e+001	4.077003e+001	1.104683e+001	-2.972320e+001	4.069291e+001	1.092158e+001	-2.977133e+001	4.892404e+001	1.325620e+001	-3.566784e+001	4.883149e+001	1.310589e+001	-3.572560e+001	4.903808e+001	1.340358e+001	-3.563451e+001	-6.937962e-001	9.408066e-001	-2.470103e-001	-7.469609e-001	9.092258e-001	-1.622650e-001	-7.869704e-001	8.652282e-001	-7.825784e-002	-9.250616e-001	1.254409e+000	-3.293471e-001	-9.959478e-001	1.212301e+000	-2.163533e-001	-1.049294e+000	1.153638e+000	-1.043438e-001	-1.156327e+000	1.568011e+000	-4.116839e-001	-1.244935e+000	1.515376e+000	-2.704416e-001	-1.311617e+000	1.442047e+000	-1.304297e-001	-1.387592e+000	1.881613e+000	-4.940206e-001	-1.493922e+000	1.818452e+000	-3.245299e-001	-1.573941e+000	1.730456e+000	-1.565157e-001
4.794921874999905e-002	2.354908e+001	3.659320e+000	-1.988976e+001	2.348610e+001	3.589037e+000	-1.989706e+001	2.343282e+001	3.515677e+000	-1.991714e+001	3.139877e+001	4.879092e+000	-2.651967e+001	3.131480e+001	4.785384e+000	-2.652941e+001	3.124376e+001	4.687569e+000	-2.655619e+001	3.924846e+001	6.098866e+000	-3.314959e+001	3.914349e+001	5.981730e+000	-3.316177e+001	3.905470e+001	5.859462e+000	-3.319523e+001	4.697219e+001	7.178075e+000	-3.979412e+001	4.686563e+001	7.031355e+000	-3.983428e+001	4.709815e+001	7.318640e+000	-3.977951e+001	-6.046310e-001	9.653073e-001	-3.606763e-001	-6.656170e-001	9.437107e-001	-2.780938e-001	-7.143722e-001	9.088088e-001	-1.944365e-001	-8.061746e-001	1.287076e+000	-4.809018e-001	-8.874893e-001	1.258281e+000	-3.707916e-001	-9.524963e-001	1.211745e+000	-2.592487e-001	-1.007718e+000	1.608845e+000	-6.011273e-001	-1.109362e+000	1.572851e+000	-4.634896e-001	-1.190620e+000	1.514681e+000	-3.240609e-001	-1.209262e+000	1.930615e+000	-7.213527e-001	-1.331234e+000	1.887421e+000	-5.561875e-001	-1.428744e+000	1.817618e+000	-3.888731e-001
4.833984374999903e-002	2.222491e+001	5.618110e-001	-2.166310e+001	2.215692e+001	4.959931e-001	-2.166093e+001	2.209744e+001	4.255295e-001	-2.167191e+001	2.963321e+001	7.490807e-001	-2.888413e+001	2.954256e+001	6.613235e-001	-2.888124e+001	2.946325e+001	5.673723e-001	-2.889588e+001	3.704151e+001	9.363518e-001	-3.610516e+001	3.692820e+001	8.266544e-001	-3.610155e+001	3.682906e+001	7.092161e-001	-3.611985e+001	4.431384e+001	9.919863e-001	-4.332185e+001	4.419487e+001	8.510590e-001	-4.334381e+001	4.444981e+001	1.123622e+000	-4.332619e+001	-5.063715e-001	9.752890e-001	-4.689175e-001	-5.742617e-001	9.640014e-001	-3.897397e-001	-6.310292e-001	9.387199e-001	-3.076907e-001	-6.751620e-001	1.300385e+000	-6.252233e-001	-7.656822e-001	1.285335e+000	-5.196530e-001	-8.413724e-001	1.251627e+000	-4.102543e-001	-8.439525e-001	1.625482e+000	-7.815291e-001	-9.571027e-001	1.606669e+000	-6.495662e-001	-1.051715e+000	1.564533e+000	-5.128179e-001	-1.012743e+000	1.950578e+000	-9.378349e-001	-1.148523e+000	1.928003e+000	-7.794794e-001	-1.262058e+000	1.877440e+000	-6.153814e-001
4.873046874999901e-002	2.056646e+001	-2.544147e+000	-2.311061e+001	2.049448e+001	-2.604513e+000	-2.309899e+001	2.042969e+001	-2.671019e+000	-2.310071e+001	2.742194e+001	-3.392197e+000	-3.081414e+001	2.732598e+001	-3.472684e+000	-3.079866e+001	2.723959e+001	-3.561358e+000	-3.080095e+001	3.427743e+001	-4.240246e+000	-3.851767e+001	3.415747e+001	-4.340856e+000	-3.849832e+001	3.404949e+001	-4.451697e+000	-3.850118e+001	4.098896e+001	-5.209025e+000	-4.619799e+001	4.085938e+001	-5.342037e+000	-4.620142e+001	4.113292e+001	-5.088295e+000	-4.622121e+001	-4.004958e-001	9.706014e-001	-5.701056e-001	-4.742689e-001	9.697925e-001	-4.955236e-001	-5.381950e-001	9.545119e-001	-4.163169e-001	-5.339943e-001	1.294135e+000	-7.601408e-001	-6.323585e-001	1.293057e+000	-6.606982e-001	-7.175933e-001	1.272683e+000	-5.550892e-001	-6.674930e-001	1.617669e+000	-9.501760e-001	-7.904481e-001	1.616321e+000	-8.258727e-001	-8.969916e-001	1.590853e+000	-6.938615e-001	-8.009915e-001	1.941203e+000	-1.140211e+000	-9.485377e-001	1.939585e+000	-9.910473e-001	-1.076390e+000	1.909024e+000	-8.326339e-001
4.912109374999898e-002	1.859867e+001	-5.611840e+000	-2.421051e+001	1.852379e+001	-5.665844e+000	-2.418963e+001	1.845466e+001	-5.727391e+000	-2.418205e+001	2.479822e+001	-7.482453e+000	-3.228068e+001	2.469839e+001	-7.554458e+000	-3.225284e+001	2.460622e+001	-7.636522e+000	-3.224274e+001	3.099778e+001	-9.353065e+000	-4.035085e+001	3.087298e+001	-9.443073e+000	-4.031606e+001	3.075777e+001	-9.545653e+000	-4.030342e+001	3.704758e+001	-1.133169e+001	-4.837927e+001	3.690933e+001	-1.145478e+001	-4.836411e+001	3.719734e+001	-1.122368e+001	-4.842102e+001	-2.885962e-001	9.513150e-001	-6.627188e-001	-3.671426e-001	9.609970e-001	-5.938544e-001	-4.372658e-001	9.559472e-001	-5.186813e-001	-3.847949e-001	1.268420e+000	-8.836251e-001	-4.895235e-001	1.281329e+000	-7.918059e-001	-5.830210e-001	1.274596e+000	-6.915751e-001	-4.809936e-001	1.585525e+000	-1.104531e+000	-6.119044e-001	1.601662e+000	-9.897574e-001	-7.287763e-001	1.593245e+000	-8.644689e-001	-5.771924e-001	1.902630e+000	-1.325438e+000	-7.342852e-001	1.921994e+000	-1.187709e+000	-8.745316e-001	1.911894e+000	-1.037363e+000
4.951171874999896e-002	1.635114e+001	-8.595124e+000	-2.494626e+001	1.627448e+001	-8.641956e+000	-2.491644e+001	1.620206e+001	-8.697619e+000	-2.489968e+001	2.180152e+001	-1.146017e+001	-3.326168e+001	2.169931e+001	-1.152261e+001	-3.322191e+001	2.160275e+001	-1.159683e+001	-3.319957e+001	2.725190e+001	-1.432521e+001	-4.157710e+001	2.712413e+001	-1.440326e+001	-4.152739e+001	2.700344e+001	-1.449603e+001	-4.149947e+001	3.254896e+001	-1.728391e+001	-4.983287e+001	3.240412e+001	-1.739524e+001	-4.979936e+001	3.270228e+001	-1.719025e+001	-4.989252e+001	-1.723558e-001	9.177200e-001	-7.453641e-001	-2.544942e-001	9.377474e-001	-6.832530e-001	-3.297597e-001	9.430040e-001	-6.132444e-001	-2.298078e-001	1.223627e+000	-9.938189e-001	-3.393256e-001	1.250330e+000	-9.110041e-001	-4.396796e-001	1.257339e+000	-8.176591e-001	-2.872597e-001	1.529533e+000	-1.242274e+000	-4.241571e-001	1.562912e+000	-1.138755e+000	-5.495995e-001	1.571673e+000	-1.022074e+000	-3.447117e-001	1.835440e+000	-1.490728e+000	-5.089884e-001	1.875495e+000	-1.366506e+000	-6.595194e-001	1.886008e+000	-1.226489e+000
4.990234374999894e-002	1.385767e+001	-1.144913e+001	-2.530680e+001	1.378039e+001	-1.148808e+001	-2.526847e+001	1.370576e+001	-1.153703e+001	-2.524279e+001	1.847690e+001	-1.526551e+001	-3.374240e+001	1.837385e+001	-1.531744e+001	-3.369130e+001	1.827435e+001	-1.538270e+001	-3.365705e+001	2.309612e+001	-1.908189e+001	-4.217801e+001	2.296731e+001	-1.914681e+001	-4.211412e+001	2.284294e+001	-1.922838e+001	-4.207132e+001	2.756078e+001	-2.297617e+001	-5.053695e+001	2.741153e+001	-2.307405e+001	-5.048558e+001	2.771534e+001	-2.289826e+001	-5.061361e+001	-5.352310e-002	8.703216e-001	-8.167985e-001	-1.380180e-001	9.003930e-001	-7.623750e-001	-2.172937e-001	9.158772e-001	-6.985835e-001	-7.136414e-002	1.160429e+000	-1.089065e+000	-1.840240e-001	1.200524e+000	-1.016500e+000	-2.897249e-001	1.221170e+000	-9.314447e-001	-8.920518e-002	1.450536e+000	-1.361331e+000	-2.300300e-001	1.500655e+000	-1.270625e+000	-3.621562e-001	1.526462e+000	-1.164306e+000	-1.070462e-001	1.740643e+000	-1.633597e+000	-2.760360e-001	1.800786e+000	-1.524750e+000	-4.345874e-001	1.831754e+000	-1.397167e+000
5.029296874999892e-002	1.115577e+001	-1.413093e+001	-2.528670e+001	1.107903e+001	-1.416142e+001	-2.524045e+001	1.100332e+001	-1.420291e+001	-2.520623e+001	1.487436e+001	-1.884124e+001	-3.371560e+001	1.477204e+001	-1.888189e+001	-3.365393e+001	1.467109e+001	-1.893721e+001	-3.360830e+001	1.859295e+001	-2.355155e+001	-4.214451e+001	1.846505e+001	-2.360237e+001	-4.206741e+001	1.833886e+001	-2.367151e+001	-4.201038e+001	2.215805e+001	-2.832284e+001	-5.048089e+001	2.200664e+001	-2.840581e+001	-5.041245e+001	2.231154e+001	-2.826186e+001	-5.057341e+001	6.611466e-002	8.098328e-001	-8.759475e-001	-1.946584e-002	8.494959e-001	-8.300301e-001	-1.015594e-001	8.749748e-001	-7.734154e-001	8.815289e-002	1.079777e+000	-1.167930e+000	-2.595446e-002	1.132661e+000	-1.106707e+000	-1.354125e-001	1.166633e+000	-1.031221e+000	1.101911e-001	1.349721e+000	-1.459912e+000	-3.244307e-002	1.415827e+000	-1.383383e+000	-1.692657e-001	1.458291e+000	-1.289026e+000	1.322293e-001	1.619666e+000	-1.751895e+000	-3.893168e-002	1.698992e+000	-1.660060e+000	-2.031188e-001	1.749950e+000	-1.546831e+000
5.068359374999890e-002	8.286080e+000	-1.660019e+001	-2.488627e+001	8.211026e+000	-1.662176e+001	-2.483278e+001	8.135375e+000	-1.665516e+001	-2.479054e+001	1.104811e+001	-2.213359e+001	-3.318169e+001	1.094803e+001	-2.216234e+001	-3.311038e+001	1.084717e+001	-2.220688e+001	-3.305405e+001	1.381013e+001	-2.766698e+001	-4.147712e+001	1.368504e+001	-2.770293e+001	-4.138797e+001	1.355896e+001	-2.775860e+001	-4.131756e+001	1.642205e+001	-3.324351e+001	-4.966557e+001	1.627075e+001	-3.331032e+001	-4.958107e+001	1.657216e+001	-3.320038e+001	-4.977254e+001	1.847580e-001	7.371634e-001	-9.219214e-001	9.937909e-002	7.858216e-001	-8.852007e-001	1.570242e-002	8.209120e-001	-8.366144e-001	2.463440e-001	9.828844e-001	-1.229228e+000	1.325055e-001	1.047762e+000	-1.180268e+000	2.093656e-002	1.094549e+000	-1.115486e+000	3.079300e-001	1.228606e+000	-1.536536e+000	1.656318e-001	1.309703e+000	-1.475335e+000	2.617070e-002	1.368187e+000	-1.394357e+000	3.695160e-001	1.474327e+000	-1.843843e+000	1.987582e-001	1.571643e+000	-1.770401e+000	3.140484e-002	1.641824e+000	-1.673229e+000
5.107421874999887e-002	5.291758e+000	-1.881977e+001	-2.411152e+001	5.219524e+000	-1.883209e+001	-2.405161e+001	5.145066e+000	-1.885691e+001	-2.400197e+001	7.055676e+000	-2.509302e+001	-3.214870e+001	6.959365e+000	-2.510945e+001	-3.206881e+001	6.860088e+000	-2.514254e+001	-3.200263e+001	8.819595e+000	-3.136628e+001	-4.018587e+001	8.699207e+000	-3.138681e+001	-4.008602e+001	8.575109e+000	-3.142818e+001	-4.000329e+001	1.043905e+001	-3.766417e+001	-4.810322e+001	1.029013e+001	-3.771381e+001	-4.800395e+001	1.058352e+001	-3.763953e+001	-4.822305e+001	3.006224e-001	6.534063e-001	-9.540287e-001	2.167293e-001	7.103279e-001	-9.270571e-001	1.327281e-001	7.545018e-001	-8.872299e-001	4.008299e-001	8.712083e-001	-1.272038e+000	2.889724e-001	9.471038e-001	-1.236076e+000	1.769708e-001	1.006002e+000	-1.182973e+000	5.010374e-001	1.089010e+000	-1.590048e+000	3.612155e-001	1.183880e+000	-1.545095e+000	2.212135e-001	1.257503e+000	-1.478716e+000	6.012448e-001	1.306813e+000	-1.908057e+000	4.334586e-001	1.420656e+000	-1.854114e+000	2.654561e-001	1.509004e+000	-1.774460e+000
5.146484374999885e-002	2.217842e+000	-2.075628e+001	-2.297412e+001	2.149515e+000	-2.075916e+001	-2.290868e+001	2.077371e+000	-2.077503e+001	-2.285240e+001	2.957123e+000	-2.767503e+001	-3.063216e+001	2.866020e+000	-2.767889e+001	-3.054491e+001	2.769829e+000	-2.770004e+001	-3.046987e+001	3.696403e+000	-3.459379e+001	-3.829020e+001	3.582525e+000	-3.459861e+001	-3.818113e+001	3.462286e+000	-3.462505e+001	-3.808733e+001	4.299030e+000	-4.151833e+001	-4.581736e+001	4.154742e+000	-4.155006e+001	-4.570480e+001	4.435684e+000	-4.151255e+001	-4.594823e+001	4.119652e-001	5.598213e-001	-9.717865e-001	3.308196e-001	6.241501e-001	-9.549697e-001	2.477574e-001	6.767433e-001	-9.245006e-001	5.492869e-001	7.464284e-001	-1.295715e+000	4.410928e-001	8.322001e-001	-1.273293e+000	3.303432e-001	9.023244e-001	-1.232668e+000	6.866087e-001	9.330356e-001	-1.619644e+000	5.513661e-001	1.040250e+000	-1.591616e+000	4.129290e-001	1.127905e+000	-1.540834e+000	8.239304e-001	1.119643e+000	-1.943573e+000	6.616393e-001	1.248300e+000	-1.909939e+000	4.955148e-001	1.353487e+000	-1.849001e+000
5.185546874999883e-002	-8.894324e-001	-2.238059e+001	-2.149116e+001	-9.528241e-001	-2.237400e+001	-2.142118e+001	-1.021569e+000	-2.238067e+001	-2.135910e+001	-1.185910e+000	-2.984079e+001	-2.865488e+001	-1.270432e+000	-2.983201e+001	-2.856157e+001	-1.362092e+000	-2.984090e+001	-2.847881e+001	-1.482387e+000	-3.730099e+001	-3.581860e+001	-1.588040e+000	-3.729001e+001	-3.570197e+001	-1.702616e+000	-3.730112e+001	-3.559851e+001	-1.905648e+000	-4.474801e+001	-4.284236e+001	-2.043138e+000	-4.476134e+001	-4.271821e+001	-1.778865e+000	-4.476118e+001	-4.298232e+001	5.171116e-001	4.578162e-001	-9.749278e-001	4.399342e-001	5.285845e-001	-9.685187e-001	3.590602e-001	5.888059e-001	-9.478661e-001	6.894822e-001	6.104215e-001	-1.299904e+000	5.865789e-001	7.047794e-001	-1.291358e+000	4.787469e-001	7.850745e-001	-1.263821e+000	8.618527e-001	7.630270e-001	-1.624880e+000	7.332236e-001	8.809742e-001	-1.614198e+000	5.984336e-001	9.813432e-001	-1.579777e+000	1.034223e+000	9.156323e-001	-1.949856e+000	8.798684e-001	1.057169e+000	-1.937037e+000	7.181203e-001	1.177612e+000	-1.895732e+000
5.224609374999881e-002	-3.983328e+000	-2.366828e+001	-1.968495e+001	-4.040833e+000	-2.365232e+001	-1.961149e+001	-4.105144e+000	-2.364969e+001	-1.954455e+001	-5.311104e+000	-3.155771e+001	-2.624660e+001	-5.387777e+000	-3.153642e+001	-2.614865e+001	-5.473525e+000	-3.153292e+001	-2.605940e+001	-6.638880e+000	-3.944714e+001	-3.280826e+001	-6.734720e+000	-3.942053e+001	-3.268581e+001	-6.841907e+000	-3.941615e+001	-3.257425e+001	-8.081665e+000	-4.730464e+001	-3.922297e+001	-8.210288e+000	-4.729938e+001	-3.908909e+001	-7.966656e+000	-4.733656e+001	-3.936991e+001	6.144803e-001	3.489250e-001	-9.634053e-001	5.424317e-001	4.250686e-001	-9.675002e-001	4.649624e-001	4.920123e-001	-9.569746e-001	8.193070e-001	4.652334e-001	-1.284540e+000	7.232423e-001	5.667580e-001	-1.290000e+000	6.199498e-001	6.560164e-001	-1.275966e+000	1.024134e+000	5.815417e-001	-1.605675e+000	9.040529e-001	7.084476e-001	-1.612500e+000	7.749373e-001	8.200205e-001	-1.594958e+000	1.228961e+000	6.978500e-001	-1.926811e+000	1.084863e+000	8.501371e-001	-1.935000e+000	9.299248e-001	9.840246e-001	-1.913949e+000
