#Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10.00000000000001,0.00213126609835244,-0.161485295581258
10.06931668851806,0.002000308531316522,-0.1618217345212258
10.1391138573668,0.002042746909798598,-0.1630399798993381
10.20939483707681,0.002028609087159624,-0.1645245567738982
10.28016298126474,0.002081875093927673,-0.165264611907098
10.35142166679345,0.001916908523866909,-0.1662746309119143
10.42317429393305,0.001909342797487479,-0.1680042336684124
10.49542428652323,0.001953320593385386,-0.1691373190091099
10.5681750921366,0.001937499026618067,-0.1705193367862563
10.64143018224317,0.001959502830502733,-0.1710294639791599
10.71519305237607,0.002004434789375881,-0.1730617952962632
10.7894672222983,0.002132162504180985,-0.1736703362438163
10.86425623617067,0.002097063099923492,-0.1751838776592791
10.93956366272095,0.002230332848656814,-0.1762108089910832
11.01539309541416,0.00206778720412001,-0.177286605191
11.09174815262402,0.002127401861482805,-0.1791188625399798
11.16863247780562,0.002120923686191632,-0.1801190701069402
11.24604973966928,0.0021292533624224,-0.1807696503791547
11.32400363235558,0.002062742759164508,-0.1821566174048712
11.4024978756117,0.001993997318424077,-0.1838254696444608
11.48153621496884,0.002105570048131172,-0.1841285038704257
11.56112242192101,0.002012038374702767,-0.1862560968367291
11.64126029410492,0.001827237580460127,-0.1874488624220447
11.72195365548131,0.001862791410512591,-0.1883890808711577
11.80320635651731,0.001923207328689938,-0.1900288352128001
11.8850222743702,0.00218508219656076,-0.1912622688531371
11.96740531307244,0.002135605698134297,-0.1927839561306399
12.05035940371799,0.002021292662054414,-0.1944532261354686
12.13388850464979,0.001889973931877932,-0.1949174832721496
12.21799660164874,0.00216461625458891,-0.1967622064365457
12.30268770812382,0.002114328934939941,-0.1975510737471389
12.3879658653037,0.001933046030241734,-0.1990496146653413
12.47383514242945,0.001976351408371656,-0.2006074943174383
12.56029963694877,0.00194145535275312,-0.202057822144674
12.64736347471152,0.001775061089552979,-0.2032509807401581
12.73503081016663,0.001824938801209404,-0.2046033277265735
12.82330582656023,0.001813564320720599,-0.206183686002305
12.91219273613536,0.001955151700585127,-0.2080163435642355
13.00169578033291,0.001927375476982578,-0.209059447033539
13.09181922999408,0.001843382830746511,-0.2114606739339138
13.18256738556409,0.002007766109717828,-0.2124281192963665
13.27394457729741,0.001936306478961272,-0.2131762870784826
13.36595516546443,0.002041352069485243,-0.2148282333698717
13.4586035405595,0.001759482974208329,-0.2168188140376728
13.55189412351038,0.001673710658986493,-0.2179668506432577
13.64583136588927,0.001825547588255611,-0.2194811936504379
13.74041975012516,0.001982520485488184,-0.2214755505672343
13.83566378971783,0.002010580716126999,-0.2230096140526854
13.93156802945305,0.001882815069662236,-0.2243345218261936
14.0281370456196,0.001933276014244657,-0.2265181772626619
14.12537544622755,0.002093267955442807,-0.2275534415759353
14.22328787122821,0.001902162133337468,-0.2289333100682427
14.32187899273545,0.001862558550811667,-0.2304292809058168
14.42115351524871,0.002018522742080873,-0.2324560788225654
14.52111617587743,0.00199969706335016,-0.233262161718045
14.6217717445672,0.002090820619991321,-0.2356977734328396
14.72312502432721,0.002008446492238118,-0.2369464625920514
14.82518085145956,0.001869028852302636,-0.2386400439671092
14.92794409578998,0.001964918593596853,-0.2402570210628525
15.03141966090022,0.001715010899112082,-0.2427168054490778
15.1356124843621,0.002053528210960083,-0.2440672860794848
15.24052753797292,0.002006522015701402,-0.245031817454163
15.34616982799296,0.001864827414709466,-0.2474277771847824
15.45254439538414,0.001894162679409393,-0.2485159127159733
15.55965631605077,0.002036731536052175,-0.2505927702614947
15.6675107010815,0.002206097200186759,-0.2524263130179349
15.7761126969935,0.001862837544199791,-0.2541969045789543
15.88546748597779,0.001931582891159663,-0.2560058256240865
15.99558028614671,0.002051712602331559,-0.2570273966459524
16.10645635178271,0.002056732131488944,-0.2594817874756998
16.21810097358932,0.001970651145790613,-0.2608362128255237
16.33051947894334,0.001776335365550435,-0.2629301250047149
16.44371723214933,0.001818524632620541,-0.2649650323903998
16.55769963469529,0.00199994631140402,-0.2667871158446644
16.67247212551064,0.002034165791694659,-0.2685501364298375
16.78804018122561,0.00182155714721997,-0.2709320482989881
16.90440931643265,0.00200086448494708,-0.2719905731745484
17.02158508394952,0.001834533336786672,-0.273671953224973
17.13957307508427,0.00194336858864471,-0.2765821885664081
17.25837891990204,0.002024575439236195,-0.2779882288419202
17.37800828749376,0.001960519041099262,-0.2804519199966791
17.49846688624658,0.001828780095518398,-0.2819120323831328
17.61976046411631,0.002010350149989286,-0.2838750662887186
17.74189480890166,0.001786067417347253,-0.2863552994963072
17.86487574852051,0.001740398294762681,-0.2877967855342831
17.98870915128789,0.001819932848397542,-0.2899303287149309
18.11340092619604,0.001894111924483396,-0.2917210164553836
18.23895702319638,0.001801076941467744,-0.2935096797464638
18.36538343348347,0.00192921384871552,-0.2952134586868027
18.4926861897808,0.001799543178002119,-0.2983095638305873
18.62087136662869,0.001819708073895388,-0.3000287378303312
18.74994508067419,0.001772469883085664,-0.3026958332683607
18.87991349096295,0.001977951977147941,-0.3044844549196739
19.01078279923302,0.001798776703594648,-0.30614178616608
19.14255925021088,0.001855048209459734,-0.3077916980044506
19.27524913190937,0.001895213276106462,-0.3100106738494759
19.40885877592779,0.001622673367348381,-0.3122139719002632
19.54339455775396,0.00168951310475932,-0.3148685268163973
19.67886289706847,0.00170649147159725,-0.3166312360564234
19.81527025805099,0.00186171104244649,-0.3182960035107385
19.95262314968881,0.00160578046113936,-0.321210401462551
20.0909281260873,0.001751286901646714,-0.3228906193110674
