#Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10.00000000000001,-0.001947772399376179,-0.1152367448252178
10.06931668851806,-0.002000187832961874,-0.115950525706765
10.1391138573668,-0.002002799721083281,-0.116786797444405
10.20939483707681,-0.001717905719828511,-0.1170549670237051
10.28016298126474,-0.001669463343252838,-0.1186990218140238
10.35142166679345,-0.001914559684198408,-0.1189297984635687
10.42317429393305,-0.001540972612362015,-0.1196029549897446
10.49542428652323,-0.001758666918727595,-0.1204086278836201
10.5681750921366,-0.001797326197658916,-0.1213603892556563
10.64143018224317,-0.001506633740026343,-0.1223975013151239
10.71519305237607,-0.001563032916899695,-0.1238411624193958
10.7894672222983,-0.001543502545773748,-0.1237486571943123
10.86425623617067,-0.001576515406537708,-0.124532142750482
10.93956366272095,-0.001901485391804088,-0.1256119472155106
11.01539309541416,-0.001991623483441375,-0.1271691165786137
11.09174815262402,-0.002054669139725838,-0.1275998105318052
11.16863247780562,-0.001826168738448822,-0.1284959548612008
11.24604973966928,-0.001929186153111952,-0.1290148358669683
11.32400363235558,-0.001830348845999083,-0.1300825778450303
11.4024978756117,-0.001788233605356053,-0.130877398888245
11.48153621496884,-0.001628321755687112,-0.1325591794480667
11.56112242192101,-0.001786386404584659,-0.1332181558117327
11.64126029410492,-0.001952935058654091,-0.1339152878780396
11.72195365548131,-0.001792121670818941,-0.134642206493524
11.80320635651731,-0.001891633077541774,-0.1362352806914515
11.8850222743702,-0.002094273101587922,-0.136555593570165
11.96740531307244,-0.001888331483955642,-0.1373026375673874
12.05035940371799,-0.001961904897468477,-0.138418112450104
12.13388850464979,-0.001912867338266814,-0.1395151962244228
12.21799660164874,-0.001945591222795394,-0.1403373009628126
12.30268770812382,-0.002023787114791135,-0.1420518742516279
12.3879658653037,-0.001945107408228834,-0.142513958363196
12.47383514242945,-0.001939769422007286,-0.1436843026542078
12.56029963694877,-0.001920843918995843,-0.144580714341032
12.64736347471152,-0.00202574066221908,-0.1455158010580462
12.73503081016663,-0.002070644979818298,-0.1461823171923697
12.82330582656023,-0.001859667259887975,-0.147556020383206
12.91219273613536,-0.002148430748625058,-0.14875087092814
13.00169578033291,-0.0020654809006183,-0.1499268926110631
13.09181922999408,-0.002102216805803457,-0.150403286900314
13.18256738556409,-0.00210048841312875,-0.1506462517901141
13.27394457729741,-0.002168266394191171,-0.1524447674672729
13.36595516546443,-0.001754746648266365,-0.1539363070873634
13.4586035405595,-0.001853043552685922,-0.1550352770525691
13.55189412351038,-0.001931619105907047,-0.1563602944615354
13.64583136588927,-0.002011398048093927,-0.1570729830375086
13.74041975012516,-0.001999030875941961,-0.1583825005291679
13.83566378971783,-0.002009826648516657,-0.1597395435688895
13.93156802945305,-0.001861355735471493,-0.160648075552146
14.0281370456196,-0.002015018011480324,-0.1615715982180994
14.12537544622755,-0.002276960340362692,-0.1623018995838521
14.22328787122821,-0.002125185249595738,-0.1636463632770102
14.32187899273545,-0.002165421770439315,-0.1646191885116206
14.42115351524871,-0.002062724245238795,-0.1659154292605933
14.52111617587743,-0.002106686877617142,-0.1673570305918943
14.6217717445672,-0.001881336657904301,-0.1675852349078681
14.72312502432721,-0.001805883924846047,-0.1689780799842708
14.82518085145956,-0.001872354980951819,-0.1705227182287459
14.92794409578998,-0.001810681348592072,-0.1720996358109375
15.03141966090022,-0.001814584281142897,-0.1734411564952438
15.1356124843621,-0.001845649753968313,-0.1740609821412065
15.24052753797292,-0.001888911458233676,-0.1751793838532336
15.34616982799296,-0.001697042514461854,-0.1763566269044361
15.45254439538414,-0.00173132021602767,-0.1781699629755025
15.55965631605077,-0.001833303821822651,-0.1791528740913364
15.6675107010815,-0.001940449041466335,-0.1801239582730716
15.7761126969935,-0.001994786580771775,-0.1815115242621985
15.88546748597779,-0.002033497757577502,-0.182624803821767
15.99558028614671,-0.001856515118793773,-0.1839193210897747
16.10645635178271,-0.002038264011194182,-0.185431073585586
16.21810097358932,-0.001995654024148001,-0.1860192919561143
16.33051947894334,-0.001859746757904302,-0.1878488160455731
16.44371723214933,-0.001689400577519478,-0.1890558425144562
16.55769963469529,-0.001771831192512449,-0.1905754785392446
16.67247212551064,-0.001725689554070863,-0.191886741954626
16.78804018122561,-0.001713686076418957,-0.1928292802845704
16.90440931643265,-0.001914416186846884,-0.1946502588321266
17.02158508394952,-0.001831333079890298,-0.1956283695299907
17.13957307508427,-0.001904336780504347,-0.1969380524654412
17.25837891990204,-0.001975592901651675,-0.1983790508554222
17.37800828749376,-0.001610792351770184,-0.1998102267047557
17.49846688624658,-0.001981760862512239,-0.2016314889040132
17.61976046411631,-0.001865373955576195,-0.202828297170889
17.74189480890166,-0.001887275626903414,-0.2048533831061548
17.86487574852051,-0.001809737388675318,-0.2054251662738267
17.98870915128789,-0.001887123970090011,-0.2070753295039793
18.11340092619604,-0.001861746644150238,-0.2085439307414987
18.23895702319638,-0.001754273412489324,-0.2095038895300707
18.36538343348347,-0.001694855016168696,-0.210808168835996
18.4926861897808,-0.001855154489616157,-0.212519448624338
18.62087136662869,-0.001883331700268506,-0.214865918803099
18.74994508067419,-0.001945443884866595,-0.2155123478876035
18.87991349096295,-0.001926417148411216,-0.2173004598819404
19.01078279923302,-0.001818813920669777,-0.218898753272839
19.14255925021088,-0.001948782485395954,-0.2200505168134441
19.27524913190937,-0.001851112772016081,-0.2216094631094236
19.40885877592779,-0.001825754482884813,-0.223356696573461
