Time (s),Channel 1 (V),Channel 2 (V)
-0.01998848,11.61786567439725,0.4114175464804909
-0.01998604,11.61786567439725,0.4114175464804909
-0.0199836,11.61786567439725,0.4081288625221736
-0.01998116,11.584333129098765,0.4114175464804879
-0.01997872,11.584333129098704,0.4081288625221736
-0.01997628,11.55080058380022,0.4081288625221736
-0.01997384,11.55080058380022,0.4081288625221736
-0.0199714,11.584333129098734,0.4114175464804909
-0.01996896,11.584333129098734,0.4081288625221736
-0.01996652,11.584333129098734,0.4081288625221736
-0.01996408,11.584333129098734,0.4114175464804909
-0.01996164,11.584333129098734,0.4114175464804909
-0.0199592,11.584333129098734,0.4081288625221736
-0.01995676,11.584333129098734,0.4114175464804909
-0.01995432,11.55080058380025,0.4081288625221766
-0.019951879999999998,11.584333129098704,0.4081288625221736
-0.01994944,11.55080058380022,0.4081288625221736
-0.019947,11.55080058380022,0.4081288625221736
-0.01994456,11.55080058380022,0.4081288625221736
-0.01994212,11.584333129098734,0.4081288625221736
-0.01993968,11.617865674397219,0.4114175464804879
-0.01993724,11.584333129098734,0.4114175464804879
-0.0199348,11.584333129098734,0.4081288625221736
-0.01993236,11.584333129098734,0.40484017856385635
-0.01992992,11.61786567439725,0.40484017856385635
-0.01992748,11.584333129098734,0.4114175464804909
-0.01992504,11.55080058380025,0.4081288625221766
-0.0199226,11.55080058380022,0.40484017856385635
-0.01992016,11.55080058380022,0.40484017856385635
-0.01991772,11.61786567439725,0.4081288625221736
-0.01991528,11.61786567439725,0.40484017856385635
-0.01991284,11.61786567439725,0.40484017856385635
-0.019910399999999998,11.617865674397189,0.40484017856385635
-0.01990796,11.55080058380022,0.40484017856385635
-0.01990552,11.61786567439725,0.4081288625221736
-0.01990308,11.55080058380022,0.401551494605539
-0.01990064,11.55080058380022,0.40484017856385635
-0.0198982,11.617865674397189,0.40484017856385635
-0.01989576,11.651398219695734,0.401551494605542
-0.01989332,11.61786567439725,0.40484017856385635
-0.01989088,11.61786567439725,0.4081288625221736
-0.01988844,11.61786567439725,0.401551494605539
-0.019886,11.61786567439725,0.40484017856385635
-0.01988356,11.584333129098765,0.4081288625221706
-0.01988112,11.61786567439725,0.40484017856385934
-0.01987868,11.61786567439725,0.4081288625221736
-0.01987624,11.61786567439725,0.40484017856385635
-0.0198738,11.61786567439725,0.40484017856385635
-0.01987136,11.61786567439725,0.401551494605542
-0.019868919999999998,11.61786567439725,0.401551494605542
-0.01986648,11.61786567439725,0.40484017856385635
-0.01986404,11.584333129098734,0.401551494605539
-0.0198616,11.584333129098734,0.40484017856385635
-0.01985916,11.584333129098734,0.39826281064722174
-0.01985672,11.584333129098734,0.39497412668890747
-0.01985428,11.584333129098704,0.401551494605536
-0.01985184,11.55080058380022,0.39826281064722174
-0.0198494,11.584333129098734,0.401551494605539
-0.01984696,11.584333129098734,0.39826281064722174
-0.01984452,11.61786567439725,0.401551494605539
-0.01984208,11.651398219695734,0.401551494605539
-0.01983964,11.651398219695704,0.401551494605536
-0.0198372,11.584333129098734,0.39826281064722174
-0.01983476,11.584333129098734,0.401551494605539
-0.01983232,11.584333129098734,0.401551494605539
-0.01982988,11.584333129098734,0.401551494605539
-0.019827439999999998,11.584333129098734,0.401551494605542
-0.019825,11.584333129098734,0.40484017856385635
-0.01982256,11.61786567439725,0.40484017856385635
-0.01982012,11.651398219695764,0.40484017856385635
-0.01981768,11.584333129098734,0.401551494605539
-0.01981524,11.584333129098734,0.401551494605539
-0.0198128,11.584333129098734,0.39826281064722174
-0.01981036,11.584333129098734,0.39826281064722174
-0.01980792,11.584333129098734,0.39826281064722174
-0.01980548,11.584333129098734,0.401551494605539
-0.01980304,11.584333129098734,0.39826281064722174
-0.0198006,11.617865674397219,0.39826281064722174
-0.01979816,11.617865674397219,0.401551494605539
-0.01979572,11.584333129098734,0.401551494605539
-0.01979328,11.651398219695764,0.401551494605539
-0.01979084,11.61786567439725,0.39826281064722174
-0.0197884,11.61786567439725,0.39826281064722174
-0.01978596,11.584333129098765,0.39826281064722174
-0.01978352,11.61786567439725,0.39826281064722174
-0.01978108,11.61786567439725,0.39826281064722174
-0.01977864,11.651398219695764,0.39168544273058714
-0.0197762,11.61786567439725,0.39826281064722174
-0.01977376,11.61786567439725,0.39497412668890747
-0.01977132,11.61786567439728,0.39497412668890447
-0.01976888,11.651398219695764,0.39497412668890447
-0.01976644,11.61786567439725,0.39826281064722174
-0.019764,11.584333129098734,0.39826281064722174
-0.01976156,11.584333129098734,0.39826281064722174
-0.01975912,11.55080058380025,0.39826281064722174
-0.01975668,11.584333129098765,0.3949741266889015
-0.01975424,11.61786567439725,0.39168544273058714
-0.0197518,11.61786567439725,0.39826281064722174
-0.01974936,11.61786567439725,0.39497412668890447
-0.01974692,11.61786567439725,0.39497412668890447
-0.01974448,11.584333129098765,0.39497412668890447
-0.01974204,11.61786567439725,0.39497412668890447
-0.0197396,11.61786567439725,0.39497412668890447
-0.01973716,11.61786567439725,0.39168544273058714
-0.01973472,11.584333129098734,0.39497412668890447
-0.01973228,11.55080058380025,0.39826281064721875
-0.01972984,11.651398219695734,0.3949741266889015
-0.0197274,11.61786567439725,0.39168544273058714
-0.01972496,11.651398219695764,0.39168544273058714
-0.01972252,11.61786567439725,0.39168544273058714
-0.01972008,11.584333129098734,0.39168544273058714
-0.01971764,11.584333129098734,0.39168544273058714
-0.0197152,11.617865674397219,0.3949741266889015
-0.01971276,11.584333129098734,0.39168544273058714
-0.01971032,11.61786567439725,0.39497412668890447
-0.01970788,11.651398219695764,0.39168544273058714
-0.01970544,11.651398219695764,0.39168544273058714
-0.019703,11.651398219695734,0.39168544273058714
-0.01970056,11.61786567439725,0.39168544273058714
-0.01969812,11.651398219695764,0.39168544273058714
-0.01969568,11.584333129098734,0.39168544273058714
-0.01969324,11.584333129098734,0.39168544273058714
-0.0196908,11.584333129098734,0.39168544273058714
-0.01968836,11.584333129098734,0.39168544273058414
-0.01968592,11.584333129098734,0.38839675877226987
-0.01968348,11.584333129098734,0.38839675877226987
-0.01968104,11.61786567439725,0.38839675877226987
-0.0196786,11.61786567439725,0.39168544273058714
-0.01967616,11.651398219695734,0.38839675877227287
-0.01967372,11.651398219695704,0.39168544273058714
-0.01967128,11.584333129098734,0.39168544273058714
-0.01966884,11.584333129098734,0.39168544273058714
-0.0196664,11.61786567439725,0.39168544273058714
-0.01966396,11.651398219695734,0.38839675877227287
-0.01966152,11.617865674397219,0.3949741266889015
-0.01965908,11.584333129098734,0.39168544273058714
-0.01965664,11.61786567439725,0.39168544273058714
-0.0196542,11.61786567439725,0.38839675877226987
-0.01965176,11.651398219695764,0.39168544273058714
-0.01964932,11.61786567439728,0.3851080748139586
-0.01964688,11.584333129098734,0.38839675877226987
-0.01964444,11.584333129098734,0.38839675877226987
-0.019642,11.55080058380022,0.38839675877226987
-0.01963956,11.584333129098734,0.38839675877226987
-0.01963712,11.584333129098734,0.38839675877226987
-0.01963468,11.617865674397219,0.39168544273058414
-0.01963224,11.61786567439725,0.38839675877227287
-0.0196298,11.61786567439725,0.39168544273058714
-0.01962736,11.61786567439725,0.3851080748139526
-0.01962492,11.584333129098734,0.38839675877226987
-0.01962248,11.617865674397219,0.3851080748139556
-0.01962004,11.584333129098734,0.38839675877226987
-0.0196176,11.584333129098734,0.38839675877226987
-0.01961516,11.61786567439725,0.38839675877226987
-0.01961272,11.61786567439725,0.3851080748139526
-0.01961028,11.651398219695764,0.3851080748139526
-0.01960784,11.61786567439728,0.38839675877226687
-0.0196054,11.61786567439725,0.39168544273058115
-0.01960296,11.61786567439725,0.3851080748139526
