Time (s),Channel 1 (V),Channel 2 (V)
-0.01998848,-2.24459847168362,-0.15031376758151332
-0.01998604,-2.2786140399727444,-0.14688851577778408
-0.0199836,-2.24459847168362,-0.14688851577778408
-0.01998116,-2.2786140399727133,-0.15031376758151022
-0.01997872,-2.346645176550993,-0.14688851577778098
-0.01997628,-2.346645176550993,-0.14346326397405484
-0.01997384,-2.346645176550993,-0.14688851577778408
-0.0199714,-2.2786140399727444,-0.14688851577778408
-0.01996896,-2.3126296082618687,-0.14688851577778408
-0.01996652,-2.346645176550962,-0.14688851577778408
-0.01996408,-2.346645176550993,-0.1400380121703318
-0.01996164,-2.346645176550993,-0.14688851577778408
-0.0199592,-2.346645176550993,-0.14346326397405484
-0.01995676,-2.3806607448401174,-0.14688851577778408
-0.01995432,-2.4146763131292106,-0.14688851577778408
-0.019951879999999998,-2.4146763131292417,-0.14688851577778408
-0.01994944,-2.4146763131292417,-0.14688851577778408
-0.019947,-2.4146763131292417,-0.14346326397405484
-0.01994456,-2.4146763131292417,-0.14346326397405484
-0.01994212,-2.4146763131292417,-0.14346326397405484
-0.01993968,-2.448691881418335,-0.14003801217032869
-0.01993724,-2.448691881418397,-0.14346326397404863
-0.0199348,-2.4827074497074904,-0.13661276036659634
-0.01993236,-2.448691881418366,-0.14003801217032558
-0.01992992,-2.4827074497074904,-0.14346326397405484
-0.01992748,-2.4827074497074904,-0.14003801217032558
-0.01992504,-2.5167230179965836,-0.14003801217032558
-0.0199226,-2.5167230179966147,-0.14003801217032558
-0.01992016,-2.5167230179966147,-0.14003801217032558
-0.01991772,-2.5167230179966147,-0.14003801217032558
-0.01991528,-2.5167230179966147,-0.14346326397405484
-0.01991284,-2.5167230179966147,-0.13661276036660255
-0.019910399999999998,-2.5167230179966147,-0.14003801217032558
-0.01990796,-2.5167230179966147,-0.14003801217032558
-0.01990552,-2.550738586285739,-0.14003801217032558
-0.01990308,-2.550738586285739,-0.13661276036659634
-0.01990064,-2.5167230179966147,-0.13661276036659634
-0.0198982,-2.5847541545748016,-0.13661276036659634
-0.01989576,-2.5847541545748633,-0.13318750856286707
-0.01989332,-2.5847541545748633,-0.13318750856286707
-0.01989088,-2.5847541545748633,-0.13318750856286707
-0.01988844,-2.5847541545748633,-0.13661276036659634
-0.019886,-2.6187697228639877,-0.12976225675913783
-0.01988356,-2.6187697228639877,-0.13318750856286396
-0.01988112,-2.652785291153143,-0.13318750856286396
-0.01987868,-2.6868008594422363,-0.12976225675913783
-0.01987624,-2.6868008594422363,-0.13661276036659634
-0.0198738,-2.652785291153112,-0.12976225675913783
-0.01987136,-2.652785291153112,-0.13318750856286396
-0.019868919999999998,-2.6868008594422363,-0.13318750856286707
-0.01986648,-2.6868008594422363,-0.13318750856286707
-0.01986404,-2.7208164277313607,-0.13318750856286707
-0.0198616,-2.7208164277313607,-0.12976225675913783
-0.01985916,-2.7208164277313607,-0.12633700495540856
-0.01985672,-2.7208164277313607,-0.12976225675913472
-0.01985428,-2.7208164277313918,-0.12976225675913783
-0.01985184,-2.754831996020485,-0.12976225675913783
