Time (s),Channel 1 (V),Channel 2 (V)
-0.01998848,6.353123734524302,-0.3156316163313465
-0.01998604,6.386880064492124,-0.3156316163313465
-0.0199836,6.353123734524302,-0.3156316163313465
-0.01998116,6.31936740455651,-0.3156316163313465
-0.01997872,6.353123734524302,-0.31563161633134956
-0.01997628,6.353123734524302,-0.319009346661989
-0.01997384,6.285611074588656,-0.319009346661989
-0.0199714,6.319367404556479,-0.3156316163313465
-0.01996896,6.319367404556479,-0.3156316163313465
-0.01996652,6.319367404556479,-0.31900934666198594
-0.01996408,6.319367404556479,-0.319009346661989
-0.01996164,6.319367404556479,-0.319009346661989
-0.0199592,6.285611074588656,-0.319009346661989
-0.01995676,6.319367404556479,-0.319009346661989
-0.01995432,6.2856110745886875,-0.319009346661989
-0.019951879999999998,6.251854744620865,-0.31900934666198594
-0.01994944,6.285611074588656,-0.3156316163313465
-0.019947,6.251854744620834,-0.3156316163313465
-0.01994456,6.251854744620834,-0.319009346661989
-0.01994212,6.251854744620834,-0.32238707699263147
-0.01993968,6.251854744620834,-0.31900934666199204
-0.01993724,6.218098414653011,-0.319009346661989
-0.0199348,6.218098414653011,-0.319009346661989
-0.01993236,6.218098414653011,-0.319009346661989
-0.01992992,6.1505857547173655,-0.32238707699263147
-0.01992748,6.1505857547173655,-0.32238707699263147
-0.01992504,6.184342084685158,-0.32238707699263147
-0.0199226,6.184342084685189,-0.31900934666199204
-0.01992016,6.184342084685189,-0.32238707699263147
-0.01991772,6.218098414653011,-0.319009346661989
-0.01991528,6.184342084685189,-0.319009346661989
-0.01991284,6.1505857547173965,-0.31563161633134956
-0.019910399999999998,6.116829424749574,-0.319009346661989
-0.01990796,6.1505857547173655,-0.319009346661989
-0.01990552,6.1505857547173655,-0.319009346661989
-0.01990308,6.116829424749543,-0.32238707699263147
-0.01990064,6.116829424749543,-0.32238707699263147
-0.0198982,6.083073094781752,-0.3257648073232708
-0.01989576,6.116829424749512,-0.32238707699263147
-0.01989332,6.083073094781721,-0.32238707699263147
-0.01989088,6.049316764813898,-0.32238707699263147
-0.01988844,6.049316764813898,-0.32576480732327384
-0.019886,6.049316764813898,-0.32238707699263147
-0.01988356,6.08307309478169,-0.32238707699263147
-0.01988112,6.083073094781721,-0.319009346661989
-0.01987868,6.083073094781721,-0.319009346661989
-0.01987624,6.015560434846075,-0.32576480732327384
-0.0198738,6.015560434846075,-0.32576480732327384
-0.01987136,6.08307309478166,-0.3223870769926345
-0.019868919999999998,5.981804104878252,-0.3257648073232708
-0.01986648,5.981804104878252,-0.32238707699263147
-0.01986404,6.015560434846075,-0.32576480732327384
-0.0198616,5.981804104878252,-0.32576480732327384
-0.01985916,5.981804104878252,-0.32576480732327384
-0.01985672,5.981804104878252,-0.32576480732327384
-0.01985428,5.94804777491043,-0.3291425376539163
-0.01985184,5.94804777491043,-0.3291425376539163
-0.0198494,5.981804104878252,-0.32576480732327384
-0.01984696,5.94804777491043,-0.3291425376539163
-0.01984452,5.94804777491043,-0.3291425376539163
-0.01984208,5.94804777491043,-0.3291425376539163
-0.01983964,5.981804104878221,-0.3291425376539163
-0.0198372,5.94804777491043,-0.3291425376539163
-0.01983476,5.914291444942608,-0.3291425376539163
-0.01983232,5.880535114974784,-0.3291425376539163
-0.01982988,5.880535114974784,-0.3257648073232769
-0.019827439999999998,5.9142914449425765,-0.3291425376539194
-0.019825,5.880535114974784,-0.3325202679845587
-0.01982256,5.880535114974784,-0.3291425376539163
-0.01982012,5.880535114974784,-0.32576480732327384
-0.01981768,5.880535114974784,-0.32576480732327384
-0.01981524,5.880535114974784,-0.33252026798455253
-0.0198128,5.880535114974784,-0.3291425376539163
-0.01981036,5.880535114974784,-0.3291425376539163
-0.01980792,5.846778785006962,-0.3291425376539163
-0.01980548,5.846778785006962,-0.3291425376539163
-0.01980304,5.813022455039139,-0.3291425376539163
-0.0198006,5.813022455039139,-0.3291425376539163
-0.01979816,5.813022455039139,-0.3291425376539194
-0.01979572,5.813022455039139,-0.3325202679845587
-0.01979328,5.813022455039139,-0.3325202679845587
-0.01979084,5.779266125071317,-0.3325202679845587
-0.0197884,5.7455097951035246,-0.3291425376539194
-0.01978596,5.7455097951035246,-0.3257648073232769
-0.01978352,5.779266125071317,-0.3291425376539163
-0.01978108,5.7455097951034935,-0.3358979983152012
-0.01977864,5.7455097951034935,-0.3325202679845587
-0.0197762,5.711753465135671,-0.3291425376539163
-0.01977376,5.711753465135671,-0.33252026798455564
-0.01977132,5.711753465135671,-0.3358979983151981
-0.01976888,5.711753465135671,-0.3325202679845587
-0.01976644,5.711753465135671,-0.3325202679845587
-0.019764,5.677997135167849,-0.3325202679845587
-0.01976156,5.711753465135671,-0.3291425376539163
-0.01975912,5.711753465135671,-0.3291425376539163
-0.01975668,5.71175346513564,-0.3358979983152012
-0.01975424,5.677997135167849,-0.3358979983152012
-0.0197518,5.677997135167849,-0.3358979983152012
-0.01974936,5.644240805200026,-0.33927572864584365
-0.01974692,5.6104844752322345,-0.3358979983152042
-0.01974448,5.677997135167818,-0.33252026798456175
-0.01974204,5.644240805200026,-0.3358979983152012
-0.0197396,5.610484475232203,-0.3358979983152012
-0.01973716,5.644240805200026,-0.3358979983152012
-0.01973472,5.644240805200026,-0.3358979983152012
-0.01973228,5.5767281452644415,-0.33252026798456175
-0.01972984,5.576728145264411,-0.3358979983152042
-0.0197274,5.610484475232203,-0.33927572864584365
-0.01972496,5.610484475232203,-0.3325202679845587
-0.01972252,5.57672814526438,-0.33927572864584365
-0.01972008,5.610484475232203,-0.3358979983152012
-0.01971764,5.509215485328828,-0.3358979983152012
-0.0197152,5.542971815296558,-0.3392757286458467
-0.01971276,5.542971815296558,-0.342653458976486
-0.01971032,5.509215485328736,-0.33927572864584365
-0.01970788,5.509215485328736,-0.3358979983152012
-0.01970544,5.509215485328736,-0.3358979983152012
-0.019703,5.509215485328767,-0.3358979983152042
-0.01970056,5.542971815296558,-0.33927572864584365
-0.01969812,5.475459155360912,-0.33927572864584365
-0.01969568,5.44170282539309,-0.33927572864584365
-0.01969324,5.44170282539309,-0.33927572864584365
-0.0196908,5.475459155360881,-0.33927572864584365
-0.01968836,5.407946495425359,-0.3392757286458406
-0.01968592,5.509215485328736,-0.3358979983152012
-0.01968348,5.509215485328736,-0.33927572864584365
-0.01968104,5.475459155360912,-0.33927572864584365
-0.0196786,5.44170282539309,-0.33927572864584365
-0.01967616,5.44170282539309,-0.34265345897648297
-0.01967372,5.374190165457445,-0.3392757286458467
-0.01967128,5.374190165457445,-0.342653458976486
-0.01966884,5.374190165457445,-0.33927572864584365
-0.0196664,5.374190165457445,-0.33927572864584365
-0.01966396,5.374190165457445,-0.34265345897648297
-0.01966152,5.374190165457445,-0.34603118930712545
-0.01965908,5.374190165457445,-0.342653458976486
-0.01965664,5.374190165457445,-0.342653458976486
-0.0196542,5.340433835489622,-0.342653458976486
-0.01965176,5.374190165457445,-0.3460311893071285
-0.01964932,5.3404338354896534,-0.3460311893071285
-0.01964688,5.340433835489591,-0.3392757286458467
-0.01964444,5.306677505521799,-0.342653458976486
-0.019642,5.272921175553977,-0.3494089196377709
-0.01963956,5.306677505521799,-0.3460311893071285
-0.01963712,5.272921175553977,-0.342653458976486
-0.01963468,5.306677505521768,-0.34603118930712545
-0.01963224,5.272921175553977,-0.342653458976486
-0.0196298,5.272921175553977,-0.342653458976486
-0.01962736,5.239164845586154,-0.3460311893071285
-0.01962492,5.272921175553977,-0.342653458976486
-0.01962248,5.239164845586185,-0.34603118930712545
-0.01962004,5.205408515618331,-0.3460311893071285
-0.0196176,5.205408515618331,-0.3460311893071285
-0.01961516,5.239164845586154,-0.3460311893071285
-0.01961272,5.239164845586154,-0.3494089196377709
-0.01961028,5.171652185650509,-0.3494089196377709
-0.01960784,5.239164845586092,-0.34603118930713156
-0.0196054,5.17165218565054,-0.34603118930713156
-0.01960296,5.205408515618331,-0.3494089196377709
-0.01960052,5.171652185650509,-0.342653458976486
-0.01959808,5.171652185650509,-0.3494089196377709
-0.01959564,5.171652185650509,-0.3494089196377709
-0.0195932,5.171652185650509,-0.3426534589764922
-0.01959076,5.171652185650509,-0.3426534589764922
-0.01958832,5.171652185650509,-0.3494089196377709
-0.01958588,5.137895855682686,-0.3460311893071285
-0.01958344,5.104139525714864,-0.3460311893071285
-0.019581,5.137895855682655,-0.3460311893071285
-0.01957856,5.1041395257148325,-0.3460311893071285
-0.01957612,5.07038319574704,-0.3460311893071285
-0.01957368,5.07038319574704,-0.342653458976486
-0.01957124,5.07038319574704,-0.3494089196377709
-0.0195688,5.104139525714864,-0.3494089196377709
-0.01956636,5.0703831957470715,-0.3527866499684103
-0.01956392,5.07038319574704,-0.3527866499684103
-0.01956148,5.07038319574704,-0.3494089196377709
-0.01955904,5.036626865779218,-0.35278664996841336
-0.0195566,5.036626865779218,-0.3494089196377709
-0.01955416,5.036626865779218,-0.3494089196377709
-0.01955172,5.036626865779218,-0.3527866499684103
-0.01954928,5.002870535811396,-0.34940891963777393
-0.01954684,5.002870535811396,-0.35278664996841336
-0.0195444,5.002870535811396,-0.35616438029905584
-0.01954196,4.969114205843573,-0.35278664996841336
-0.01953952,5.002870535811365,-0.35278664996841336
-0.01953708,4.969114205843573,-0.35278664996841336
-0.01953464,4.969114205843573,-0.35278664996841336
-0.0195322,4.969114205843573,-0.35278664996841336
-0.01952976,4.93535787587575,-0.35278664996841336
-0.01952732,4.969114205843573,-0.35278664996841336
-0.01952488,4.9353578758757815,-0.3561643802990528
-0.01952244,4.901601545907927,-0.34940891963777393
-0.01952,4.901601545907927,-0.35278664996841336
-0.01951756,4.93535787587575,-0.35616438029905584
-0.01951512,4.901601545907927,-0.35616438029905584
-0.01951268,4.901601545907927,-0.3527866499684164
-0.019510239999999998,4.867845215940105,-0.3527866499684103
-0.0195078,4.867845215940105,-0.34940891963777393
-0.01950536,4.867845215940105,-0.35278664996841336
-0.01950292,4.867845215940105,-0.35616438029905584
-0.01950048,4.901601545907927,-0.3494089196377709
-0.01949804,4.867845215940136,-0.3527866499684103
-0.0194956,4.8003325560044905,-0.3561643802990528
-0.01949316,4.834088885972282,-0.35278664996841336
-0.01949072,4.901601545907927,-0.35616438029905584
-0.01948828,4.800332556004459,-0.35616438029905584
-0.01948584,4.800332556004459,-0.35616438029905584
-0.0194834,4.800332556004459,-0.35616438029905584
-0.01948096,4.766576226036637,-0.3561643802990589
-0.01947852,4.766576226036637,-0.3595421106296982
-0.01947608,4.766576226036637,-0.3595421106296982
-0.01947364,4.732819896068814,-0.3595421106296982
-0.0194712,4.766576226036606,-0.3595421106296982
-0.019468759999999998,4.732819896068814,-0.3595421106296982
-0.01946632,4.732819896068814,-0.3595421106296982
-0.01946388,4.732819896068814,-0.35278664996841336
-0.01946144,4.766576226036637,-0.35616438029905584
-0.019459,4.766576226036637,-0.35616438029905584
-0.01945656,4.732819896068845,-0.35616438029905584
-0.01945412,4.6990635661009605,-0.356164380299062
-0.01945168,4.6653072361331684,-0.3629198409603407
-0.01944924,4.699063566100992,-0.3629198409603407
-0.0194468,4.6653072361331684,-0.3595421106296982
-0.01944436,4.699063566100992,-0.35616438029905584
-0.01944192,4.6653072361331995,-0.35954211062969516
-0.01943948,4.631550906165346,-0.35954211062970126
-0.01943704,4.631550906165346,-0.3629198409603407
-0.0194346,4.631550906165346,-0.3595421106296982
-0.01943216,4.631550906165346,-0.35616438029905584
-0.01942972,4.665307236133137,-0.3527866499684164
-0.019427279999999998,4.631550906165346,-0.35954211062969516
-0.01942484,4.631550906165346,-0.35616438029905584
-0.0194224,4.597794576197524,-0.3595421106296982
-0.01941996,4.597794576197524,-0.3629198409603407
-0.01941752,4.597794576197524,-0.3629198409603407
-0.01941508,4.597794576197524,-0.3629198409603407
-0.01941264,4.56403824622967,-0.36291984096034374
-0.0194102,4.530281916261878,-0.36629757129098306
-0.01940776,4.530281916261878,-0.36629757129098306
-0.01940532,4.530281916261878,-0.3629198409603407
-0.01940288,4.496525586294055,-0.3629198409603407
-0.01940044,4.530281916261847,-0.35954211062970126
-0.019398,4.530281916261878,-0.3595421106296982
-0.01939556,4.530281916261878,-0.3595421106296982
-0.01939312,4.462769256326233,-0.3595421106296982
-0.01939068,4.530281916261878,-0.3629198409603407
-0.01938824,4.496525586294086,-0.3629198409603407
-0.019385799999999998,4.462769256326233,-0.3662975712909861
-0.01938336,4.462769256326233,-0.36967530162162554
-0.01938092,4.462769256326233,-0.36967530162162554
-0.01937848,4.429012926358411,-0.3629198409603407
-0.01937604,4.429012926358411,-0.36629757129098306
-0.0193736,4.462769256326202,-0.36291984096034374
-0.01937116,4.429012926358411,-0.36629757129098306
-0.01936872,4.429012926358411,-0.36629757129098306
-0.01936628,4.395256596390587,-0.36629757129098306
-0.01936384,4.395256596390587,-0.36629757129098306
-0.0193614,4.395256596390587,-0.36967530162162554
-0.01935896,4.395256596390587,-0.3662975712909861
-0.01935652,4.327743936454942,-0.36967530162162554
-0.01935408,4.327743936454942,-0.36967530162162554
-0.01935164,4.327743936454942,-0.36629757129098306
